id,title,year,concepts,referenced_works,primary_topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2324862792,Consistent Estimation in Mendelian Randomization with Some Invalid Instruments Using a Weighted Median Estimator,2016,"['Mendelian randomization', 'Estimator', 'Statistics', 'Mathematics', 'Regression', 'Genome-wide association study', 'Econometrics', 'Biology', 'Genetics', 'Genetic variants', 'Single-nucleotide polymorphism', 'Gene', 'Genotype']","['W1902575419', 'W1905058580', 'W1970049038', 'W1972696558', 'W1978209044', 'W1978466096', 'W1991587639', 'W2032568924', 'W2033585778', 'W2072821761', 'W2096940418', 'W2097572487', 'W2100190891', 'W2102011776', 'W2103340465', 'W2103783427', 'W2106036991', 'W2113699335', 'W2118743532', 'W2118825330', 'W2127065386', 'W2127427274', 'W2127767012', 'W2127768736', 'W2129465958', 'W2129664096', 'W2145813488', 'W2146404930', 'W2151355802', 'W2151872224', 'W2153118028', 'W2153662687', 'W2157823046', 'W2159738130', 'W2163969089', 'W2169283889', 'W2170521505', 'W2229533322', 'W2306744213', 'W2401811918', 'W2462204365', 'W2884028796', 'W2900183310', 'W2917805318', 'W3123081692', 'W4230866720', 'W4361972733']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2895926103,Estimating the global cancer incidence and mortality in 2018: GLOBOCAN sources and methods,2018,"['Cancer', 'International agency', 'Demography', 'Representativeness heuristic', 'Medicine', 'Cancer incidence', 'Skin cancer', 'Cancer registry', 'Incidence (geometry)', 'Mortality rate', 'Statistics', 'Surgery', 'Internal medicine', 'Mathematics', 'Geometry', 'Sociology']","['W1600772273', 'W1757407923', 'W1981989535', 'W1992763854', 'W2168083201', 'W2438477168', 'W2463986804', 'W2480418585', 'W2626749754', 'W2751884637', 'W2753188049', 'W2889646458', 'W3143569680', 'W3165439112', 'W643960400']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2305278139,Sample Size in Qualitative Interview Studies,2015,"['Sample size determination', 'Sample (material)', 'Qualitative research', 'Data collection', 'Psychology', 'Qualitative property', 'Computer science', 'Statistics', 'Mathematics', 'Sociology', 'Social science', 'Physics', 'Thermodynamics']","['W1492835342', 'W1996600674', 'W2010266308', 'W2013335946', 'W2078904464', 'W2079906032', 'W2082605365', 'W2103666798', 'W2104000083', 'W2111256197', 'W2124890572', 'W2125462933', 'W2129660502', 'W2146691185', 'W2149285103', 'W2149466250', 'W2155332470', 'W2171148471', 'W2232983300', 'W2415453616', 'W2484418755', 'W2500387364', 'W2751624169', 'W2753533763', 'W2767096458', 'W2941631585', 'W2978845797', 'W4235278727', 'W4300975645', 'W561751346']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2174661749,"Radiomics: Images Are More than Pictures, They Are Data",2015,"['Radiomics', 'Medicine', 'Data set', 'Data extraction', 'Clinical Practice', 'Field (mathematics)', 'Process (computing)', 'Medical imaging', 'Artificial intelligence', 'Data science', 'Set (abstract data type)', 'Data mining', 'Medical physics', 'Machine learning', 'Computer science', 'MEDLINE', 'Radiology', 'Mathematics', 'Family medicine', 'Political science', 'Pure mathematics', 'Law', 'Programming language', 'Operating system']","['W107718504', 'W1506135535', 'W1572056027', 'W1578777125', 'W1917894041', 'W1969984544', 'W1975309478', 'W1980497534', 'W1987054640', 'W1987777080', 'W1995061416', 'W2006383231', 'W2007494001', 'W2009083663', 'W2017187984', 'W2020813095', 'W2025971174', 'W2032079626', 'W2035484878', 'W2038901755', 'W2040458067', 'W2041179993', 'W2042387032', 'W2044465660', 'W2047630467', 'W2052040374', 'W2052295501', 'W2054999256', 'W2055575746', 'W2060427373', 'W2061077502', 'W2061476066', 'W2062338927', 'W2067833766', 'W2067959276', 'W2072504371', 'W2080965354', 'W2081296990', 'W2083927153', 'W2085887106', 'W2093290197', 'W2097475056', 'W2101329867', 'W2103004421', 'W2111013601', 'W2111389142', 'W2113499049', 'W2114588884', 'W2115581335', 'W2124735791', 'W2128739912', 'W2130535356', 'W2137516955', 'W2141059777', 'W2141619730', 'W2142114378', 'W2142266080', 'W2144032281', 'W2149541891', 'W2150575159', 'W2158893731', 'W2169877598', 'W2169895148', 'W2169961966', 'W2219978888', 'W2231925625', 'W2313339984', 'W2330575852', 'W2469047452', 'W2482351703', 'W2509002782', 'W313065440', 'W4253233811', 'W4255382556', 'W86455847', 'W993201291']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1909359706,Planck 2015 results - XIII. Cosmological parameters,2016,"['Physics', 'Planck', 'Cosmic microwave background', 'Reionization', 'CMB cold spot', 'Astrophysics', 'Cosmology', ""Hubble's law"", 'Spectral index', 'Cosmic background radiation', 'Spectral density', 'Planck energy', 'Weak gravitational lensing', 'Redshift', 'Dark energy', 'Anisotropy', 'Astronomy', 'Spectral line', 'Quantum mechanics', 'Quantum gravity', 'Galaxy', 'Planck scale', 'Statistics', 'Mathematics', 'Quantum']","['W1483545773', 'W1487031125', 'W1540356931', 'W1547389517', 'W1566132959', 'W1578919054', 'W1585481480', 'W1605315179', 'W1621862116', 'W1629097694', 'W1629309337', 'W1636402524', 'W1645556002', 'W1668965960', 'W1680074206', 'W1733171988', 'W1750135847', 'W1751480782', 'W1790800554', 'W1818710015', 'W1819346083', 'W1849126332', 'W1853767801', 'W1854682563', 'W1860381929', 'W1881468183', 'W1938366638', 'W1939864003', 'W1943560808', 'W1944901286', 'W1949071448', 'W1964304291', 'W1964777539', 'W1965204059', 'W1965327243', 'W1967781380', 'W1968872592', 'W1969221502', 'W1970571200', 'W1970680072', 'W1970996634', 'W1971230011', 'W1972122010', 'W1973018404', 'W1976579441', 'W1977488561', 'W1979147028', 'W1980482413', 'W1981007048', 'W1982123390', 'W1982689307', 'W1984381425', 'W1984635997', 'W1984642989', 'W1984763422', 'W1985882200', 'W1985999007', 'W1986264263', 'W1991642518', 'W1991774381', 'W1993511204', 'W1995568970', 'W1995962607', 'W1997012930', 'W1997489115', 'W1998610499', 'W1999909907', 'W2002000571', 'W2002002160', 'W2002006781', 'W2002185357', 'W2004458975', 'W2004727448', 'W2004738677', 'W2005411300', 'W2006195058', 'W2008581316', 'W2009485777', 'W2009642381', 'W2010918417', 'W2012805258', 'W2015801116', 'W2016086981', 'W2016424660', 'W2016537404', 'W2019832685', 'W2020074194', 'W2021296731', 'W2023767210', 'W2024769643', 'W2026673350', 'W2027190243', 'W2028924764', 'W2031318732', 'W2031604642', 'W2031874912', 'W2033663826', 'W2034960857', 'W2035877537', 'W2036760475', 'W2037026176', 'W2038857335', 'W2041136558', 'W2042266745', 'W2042323747', 'W2043420039', 'W2045162871', 'W2046696247', 'W2050602733', 'W2051142510', 'W2052306133', 'W2053133500', 'W2057601581', 'W2059110085', 'W2060663954', 'W2060747038', 'W2062191374', 'W2063370939', 'W2063507130', 'W2065788148', 'W2065889919', 'W2067794112', 'W2068815585', 'W2068999618', 'W2069897381', 'W2070102783', 'W2071587586', 'W2071644127', 'W2072329169', 'W2072654155', 'W2073163146', 'W2073832139', 'W2074701637', 'W2074856085', 'W2075106565', 'W2075884494', 'W2077353758', 'W2078452600', 'W2078491699', 'W2078775414', 'W2079614197', 'W2080189336', 'W2081851770', 'W2082286321', 'W2083625234', 'W2084794782', 'W2089119882', 'W2090727515', 'W2092145563', 'W2092587479', 'W2094284529', 'W2094545863', 'W2094860437', 'W2096079050', 'W2096814240', 'W2097267706', 'W2098672383', 'W2098710805', 'W2099982734', 'W2100213110', 'W2101489711', 'W2102336972', 'W2102579857', 'W2103177958', 'W2104781683', 'W2108430221', 'W2108577214', 'W2108676346', 'W2109709652', 'W2110370746', 'W2110590364', 'W2111420418', 'W2111725499', 'W2111859199', 'W2113463001', 'W2113747906', 'W2113869105', 'W2113981859', 'W2114900035', 'W2116312019', 'W2116687886', 'W2117281531', 'W2117363750', 'W2118265220', 'W2119487926', 'W2119866371', 'W2120179345', 'W2120278246', 'W2120455760', 'W2121082093', 'W2121951791', 'W2122024236', 'W2122083363', 'W2122469395', 'W2122765019', 'W2124028531', 'W2124834154', 'W2125377730', 'W2125798770', 'W2127162537', 'W2128130302', 'W2128317762', 'W2128716002', 'W2130547721', 'W2130725257', 'W2131279590', 'W2131919044', 'W2132405627', 'W2132522347', 'W2132845056', 'W2132958330', 'W2134239747', 'W2135920379', 'W2136127757', 'W2138401354', 'W2138721573', 'W2138874905', 'W2139271029', 'W2141449818', 'W2142039388', 'W2142290259', 'W2142768579', 'W2145274213', 'W2146469565', 'W2146810479', 'W2147141645', 'W2147408598', 'W2148711716', 'W2148823831', 'W2149553431', 'W2149928106', 'W2152404335', 'W2153208487', 'W2154665177', 'W2155678178', 'W2156018821', 'W2156305595', 'W2157213015', 'W2157494422', 'W2158002418', 'W2159119089', 'W2159740059', 'W2160253850', 'W2160902691', 'W2161316786', 'W2162315572', 'W2162417143', 'W2164643184', 'W2167774867', 'W2168628790', 'W2168993822', 'W2169346740', 'W2170122842', 'W2170404002', 'W2170857649', 'W2170967203', 'W2172544830', 'W2173062224', 'W2194475967', 'W2205003259', 'W2214917193', 'W2217123677', 'W2236428259', 'W2275808713', 'W2280019062', 'W2320591922', 'W2365074050', 'W2523455534', 'W2584775646', 'W2592514611', 'W2594711971', 'W2595213267', 'W2597148250', 'W2597546082', 'W2949653252', 'W2949980967', 'W2950093858', 'W2950361003', 'W2950433294', 'W2950537076', 'W2950690526', 'W2952191953', 'W2952607039', 'W2962843235', 'W2983839690', 'W3012641646', 'W3037268115', 'W3037309087', 'W3037313295', 'W3097988944', 'W3098038714', 'W3098114316', 'W3098181845', 'W3098385861', 'W3098462323', 'W3098537916', 'W3098668874', 'W3099204648', 'W3099226557', 'W3099234116', 'W3099326044', 'W3099372341', 'W3099855490', 'W3099881408', 'W3100103549', 'W3100138317', 'W3100326349', 'W3100332119', 'W3100493532', 'W3100514957', 'W3100537878', 'W3101087793', 'W3101098073', 'W3101176483', 'W3101190911', 'W3101193474', 'W3101234648', 'W3101471953', 'W3101510691', 'W3101702999', 'W3101730875', 'W3101797807', 'W3101860174', 'W3101954218', 'W3101977348', 'W3102060030', 'W3102474852', 'W3103035009', 'W3103060391', 'W3103163665', 'W3103804433', 'W3103894726', 'W3103924044', 'W3104032432', 'W3104041527', 'W3104319509', 'W3104388551', 'W3104538090', 'W3104761775', 'W3105023609', 'W3105040217', 'W3105238315', 'W3105265970', 'W3105354890', 'W3105401162', 'W3105451183', 'W3105500447', 'W3105729037', 'W3105773256', 'W3105821254', 'W3105843226', 'W3105933244', 'W3106034302', 'W3106159308', 'W3106487418', 'W3106509448', 'W3121394119', 'W3121433869', 'W3121697317', 'W3121748407', 'W3122426085', 'W3122798095', 'W3123172944', 'W3123322969', 'W3123416082', 'W3123891438', 'W3123971863', 'W3124749382', 'W3125302236', 'W3125305016', 'W3125762999', 'W3138841107', 'W3212194579', 'W4285719527', 'W9676809']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2963840672,Multi-Scale Context Aggregation by Dilated Convolutions,2015,"['Computer science', 'Segmentation', 'Context (archaeology)', 'Artificial intelligence', 'Convolution (computer science)', 'Scale (ratio)', 'Adaptation (eye)', 'Aggregate (composite)', 'Pattern recognition (psychology)', 'Image (mathematics)', 'Image segmentation', 'Field (mathematics)', 'Artificial neural network', 'Mathematics', 'Cartography', 'Paleontology', 'Geography', 'Physics', 'Materials science', 'Pure mathematics', 'Optics', 'Composite material', 'Biology']",[],Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2963857746,Path Aggregation Network for Instance Segmentation,2018,"['Computer science', 'Pooling', 'Segmentation', 'Feature (linguistics)', 'Artificial intelligence', 'Path (computing)', 'Boosting (machine learning)', 'Grid', 'Task (project management)', 'Overhead (engineering)', 'Pyramid (geometry)', 'Pattern recognition (psychology)', 'Machine learning', 'Data mining', 'Engineering', 'Systems engineering', 'Philosophy', 'Linguistics', 'Physics', 'Geometry', 'Mathematics', 'Optics', 'Programming language', 'Operating system']","['W1507506748', 'W1536680647', 'W1686810756', 'W1745334888', 'W1817277359', 'W1836465849', 'W1849277567', 'W1861492603', 'W1901129140', 'W1903029394', 'W1923115158', 'W1932624639', 'W1948751323', 'W1991367009', 'W2031489346', 'W2088049833', 'W2102605133', 'W2109255472', 'W2117287331', 'W2155893237', 'W2163605009', 'W2194775991', 'W2210803143', 'W2216125271', 'W2272561391', 'W2288122362', 'W2302255633', 'W2317851288', 'W2322480645', 'W2339172597', 'W2340897893', 'W2341555367', 'W2381998130', 'W2473415337', 'W2490270993', 'W2530966705', 'W2549139847', 'W2555182955', 'W2557728737', 'W2557889580', 'W2558156561', 'W2560023338', 'W2565639579', 'W2572745118', 'W2579985080', 'W2598666589', 'W2601564443', 'W2605482930', 'W260801291', 'W2608858501', 'W2613718673', 'W2725513608', 'W2752782242', 'W2777795072', 'W2781228439', 'W2962676885', 'W2962835968', 'W2962992847', 'W2963150697', 'W2963351448', 'W2963420686', 'W2963446712', 'W2963659353', 'W2964211168', 'W2964297960', 'W2964350391', 'W3106250896', 'W639708223', 'W7746136', 'W809122546']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2417483443,The Ensembl Variant Effect Predictor,2016,"['Ensembl', 'Annotation', 'Prioritization', 'Computational biology', 'Biology', 'Coding (social sciences)', 'Human genetics', 'Genomics', 'Computer science', 'Bioinformatics', 'Genetics', 'Genome', 'Statistics', 'Gene', 'Mathematics', 'Engineering', 'Management science']","['W1482244404', 'W1533942137', 'W1556386043', 'W1935348821', 'W1967239133', 'W1970413157', 'W1979521131', 'W1980740976', 'W1984068087', 'W1986818660', 'W1989773675', 'W1990139627', 'W1991381389', 'W1997751006', 'W1998808728', 'W2006609152', 'W2009181345', 'W2012673284', 'W2015885891', 'W2016193168', 'W2018189081', 'W2018691707', 'W2037458235', 'W2039959586', 'W2058320302', 'W2059145105', 'W2060427373', 'W2063322714', 'W2063846998', 'W2075607782', 'W2086072858', 'W2087216143', 'W2092170757', 'W2096465161', 'W2096791516', 'W2097699537', 'W2100203037', 'W2100407705', 'W2100772802', 'W2101412130', 'W2102659607', 'W2103166281', 'W2104570606', 'W2106578986', 'W2108996658', 'W2113534011', 'W2114029728', 'W2116868464', 'W2117446594', 'W2117856964', 'W2122732537', 'W2135403800', 'W2136101247', 'W2136732876', 'W2140773464', 'W2145809383', 'W2150934173', 'W2152882637', 'W2154866190', 'W2157970897', 'W2160344363', 'W2160995259', 'W2161978970', 'W2163924952', 'W2164291255', 'W2165064122', 'W2168440186', 'W2168533552', 'W2169766923', 'W2169767349', 'W2259938310', 'W2417483443', 'W2950987362', 'W4230266413', 'W4244151789']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2113679889,MEGAHIT: an ultra-fast single-node solution for large and complex metagenomics assembly via succinct <i>de Bruijn</i> graph,2015,"['Contig', 'Metagenomics', 'De Bruijn graph', 'Sequence assembly', 'Computer science', 'De Bruijn sequence', 'Software', 'k-mer', 'Graphics', 'Graph', 'Node (physics)', 'Normalization (sociology)', 'Graphics processing unit', 'Parallel computing', 'Computational biology', 'Theoretical computer science', 'Biology', 'DNA sequencing', 'Computer graphics (images)', 'Mathematics', 'Operating system', 'Combinatorics', 'Genome', 'Engineering', 'Genetics', 'Anthropology', 'Gene expression', 'Structural engineering', 'Sociology', 'Transcriptome', 'Gene', 'DNA']","['W2107772251', 'W2120902911', 'W2125826054', 'W2129933858', 'W2141920662', 'W2159591897', 'W2170551349', 'W2179933869', 'W2263407306', 'W2477408078', 'W2793466413', 'W6247929']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2964523010,Literature review as a research methodology: An overview and guidelines,2019,"['Systematic review', 'Management science', 'Engineering ethics', 'Field (mathematics)', 'Rigour', 'Quality (philosophy)', 'Data science', 'Computer science', 'Political science', 'Epistemology', 'Engineering', 'MEDLINE', 'Philosophy', 'Mathematics', 'Pure mathematics', 'Law']","['W1764745664', 'W1979290264', 'W1982070737', 'W2002705479', 'W2005501262', 'W2012932483', 'W2066480210', 'W2079283960', 'W2081753990', 'W2082192234', 'W2094227722', 'W2096423181', 'W2103517563', 'W2107328434', 'W2111628838', 'W2113373290', 'W2121854318', 'W2129232060', 'W2135377668', 'W2136868285', 'W2138368559', 'W2159538290', 'W2238735419', 'W2279438569', 'W2288281658', 'W2305663577', 'W2595900916', 'W2760907622', 'W2761394648', 'W2772979648', 'W2785873055', 'W2991792334', 'W3022903699', 'W3125505924', 'W3126135051', 'W4230868022', 'W4238850195']",Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
