id,title,year,concepts,primary_topic
W1984248485,Creation of a Bacterial Cell Controlled by a Chemically Synthesized Genome,2010,'base pair';'biology';'chromosome';'computational biology';'dna';'gene';'genetics';'genome';'mycoplasma'];'sequence (biology)';'whole genome sequencing';['mycoplasma mycoides',Genetics
W2098597036,Highly Efficient Reprogramming to Pluripotency and Directed Differentiation of Human Cells with Synthetic Modified mRNA,2010,'biology';'cell biology';'cell fate determination';'cell type';'cell';'cellular differentiation';'computational biology';'directed differentiation';'embryonic stem cell';'gene';'genetics';'induced pluripotent stem cell';'regenerative medicine';'somatic cell';'stem cell';'transcription factor'];['reprogramming',Genetics
W2011759111,Toxicity of Graphene and Graphene Oxide Nanowalls Against Bacteria,2010,'bacteria';'bacterial cell structure';'biochemistry';'biology';'chemical engineering';'chemistry';'engineering'];'escherichia coli';'exfoliation joint';'gene';'genetics';'gram-negative bacteria';'materials science';'membrane';'metallurgy';'nanotechnology';'oxide';['graphene',Genetics
W2131473084,SequenceMatrix: concatenation software for the fast assembly of multi-gene datasets with character set and codon information,2010,'ascii';'astronomy';'biology';'computer science';'data mining';'gene';'genetics';'mega-';'physics'];'programming language';'set (abstract data type)';'software';['genbank',Genetics
W1999574084,RSEM: accurate transcript quantification from RNA-Seq data with or without a reference genome,2011,'biology';'dna microarray';'gene expression'];'gene';'genetics';'genome';'reference genome';'rna-seq';'transcriptome';['computational biology',Genetics|Biology
W2126419817,Full-length transcriptome assembly from RNA-Seq data without a reference genome,2011,'biology';'computational biology';'de novo transcriptome assembly';'deep sequencing';'gene expression'];'gene';'genetics';'massive parallel sequencing';'reference genome';'rna-seq';'sequence assembly';'transcriptome';['genome',Genetics|Biology
W2133856765,Metagenomic biomarker discovery and explanation,2011,'bioinformatics';'biology';'biomarker discovery';'biomarker';'computational biology';'evolutionary biology';'gene'];'genetics';'genome biology';'genome';'genomics';'human genetics';'proteomics';['metagenomics',Genetics|Biology
W2168133698,A framework for variation discovery and genotyping using next-generation DNA sequencing data,2011,'1000 genomes project';'computational biology';'demography';'dna sequencing';'dna';'exome sequencing';'exome';'gene';'genetics';'genome';'genomics';'genotype';'genotyping';'human genome';'indel';'mutation';'population';'single-nucleotide polymorphism';'sociology'];'structural variation';['biology',Genetics|Biology
W2123696077,Integrated genomic analyses of ovarian carcinoma,2011,'biochemistry'];'biology';'cancer research';'cancer';'dna methylation';'epigenetics';'exon';'gene expression';'gene';'genetics';'methylation';'microrna';'ovarian carcinoma';'serous fluid';'somatic cell';['ovarian cancer',Genetics|Biology
W2046387002,A ceRNA Hypothesis: The Rosetta Stone of a Hidden RNA Language?,2011,'competing endogenous rna';'computational biology';'evolutionary biology';'gene';'genetics';'long non-coding rna'];'rna';['biology',Genetics|Biology
W2128551987,Global quantification of mammalian gene expression control,2011,'biology';'cell biology';'computational biology';'gene expression';'gene';'genetics';'genome';'linguistics';'philosophy'];'protein biosynthesis';'protein turnover';'regulation of gene expression';'transcription (linguistics)';'translation (biology)';['messenger rna',Genetics|Biology
W2159474015,"A Robust, Simple Genotyping-by-Sequencing (GBS) Approach for High Diversity Species",2011,'agronomy';'computational biology';'demography'];'dna sequencing';'dna';'evolutionary biology';'gene';'genetic diversity';'genetics';'genome';'genotype';'genotyping';'germplasm';'population';'reference genome';'restriction enzyme';'restriction site';'sociology';['biology',Genetics|Biology
W2146337514,Role of YAP/TAZ in mechanotransduction,2011,'biology';'cell biology';'cell';'chemistry';'cytoskeleton';'extracellular matrix';'gene'];'genetics';'hippo signaling pathway';'signal transduction';'transcription factor';['mechanotransduction',Genetics|Biology
W2141292707,Phytozome: a comparative platform for green plant genomics,2011,'comparative genomics';'computational biology';'dna sequencing';'functional genomics';'gene family';'gene';'genetics'];'genome';'genomics';['biology',Genetics|Biology
W2154945114,Expanded GGGGCC Hexanucleotide Repeat in Noncoding Region of C9ORF72 Causes Chromosome 9p-Linked FTD and ALS,2011,'allele'];'amyotrophic lateral sclerosis';'biology';'dementia';'disease';'frontotemporal dementia';'gene';'genetics';'medicine';'pathology';'phenotype';'tardbp';'trinucleotide repeat expansion';['c9orf72',Genetics|Biology
W2096128575,"A fast, lock-free approach for efficient parallel counting of occurrences of <i>k</i> -mers",2011,'algorithm';'biochemistry';'biology';'bloom filter';'computer science';'data structure';'engineering';'gene expression';'gene';'genetics';'genome';'hash function';'hash table';'k-mer';'lock (firearm)';'mathematical physics';'mathematics';'mechanical engineering';'multi-core processor';'parallel computing';'programming language';'sequence (biology)';'sequence assembly';'software';'string (physics)';'suffix array';'theoretical computer science';'transcriptome'];['substring',Genetics|Biology|Mathematics
W2140952049,FIMO: scanning for occurrences of a given motif,2011,'acoustics'];'biology';'computational biology';'data mining';'dna sequencing';'dna';'gene';'genetics';'information retrieval';'motif (music)';'peptide sequence';'physics';'programming language';'protein sequencing';'sequence alignment';'sequence analysis';'sequence database';'sequence motif';'software suite';'software';'source code';'the internet';'web server';'world wide web';['computer science',Genetics|Biology|Physics
W2150523249,A Hexanucleotide Repeat Expansion in C9ORF72 Is the Cause of Chromosome 9p21-Linked ALS-FTD,2011,'allele';'amyotrophic lateral sclerosis';'biology';'dementia';'disease';'environmental health'];'frontotemporal dementia';'gene';'genetics';'haplotype';'locus (genetics)';'medicine';'mutant';'pathology';'population';'sod1';'tardbp';'trinucleotide repeat expansion';['c9orf72',Genetics|Biology
W2022315563,Gwyddion: an open-source software for SPM data analysis,2011,'biology';'engineering';'genetics'];'metrology';'modular design';'modularity (biology)';'optics';'physics';'programming language';'software development';'software engineering';'software';'systems engineering';['computer science',Genetics|Biology|Physics
W2108433768,Clinical Practice Guidelines by the Infectious Diseases Society of America for the Treatment of Methicillin-Resistant Staphylococcus aureus Infections in Adults and Children,2011,'antibiotics';'bacteremia';'bacteria'];'biology';'disease';'endocarditis';'genetics';'infectious disease (medical specialty)';'intensive care medicine';'internal medicine';'methicillin-resistant staphylococcus aureus';'microbiology';'pneumonia';'staphylococcal infections';'staphylococcus aureus';'vancomycin';['medicine',Genetics|Biology
W4320301318,The Pfam protein families database,2011,'annotation';'bioinformatics';'biology';'computational biology';'computer science';'database';'function (biology)';'gene'];'genetics';'protein family';['uniprot',Genetics|Biology
W2157852151,GISTIC2.0 facilitates sensitive and confident localization of the targets of focal somatic copy-number alteration in human cancers,2011,'biology';'computational biology';'copy-number variation';'gene';'genetics';'genome'];'human genetics';['somatic cell',Genetics
W2160333540,Integrative annotation of human large intergenic noncoding RNAs reveals global properties and specific subclasses,2011,'annotation';'computational biology';'evolutionary biology';'gene annotation';'gene expression';'gene';'genetics';'genome';'intergenic region';'non-coding rna';'open reading frame';'orfs';'peptide sequence'];'rna';'rna-seq';'transcriptome';['biology',Genetics
W2002513358,"Long-term Expansion of Epithelial Organoids From Human Colon, Adenoma, Adenocarcinoma, and Barrett's Epithelium",2011,'biology';'cancer research';'cell biology';'endocrinology'];'epithelium';'ex vivo';'genetics';'in vivo';'internal medicine';'intestinal epithelium';'intestinal mucosa';'medicine';'organoid';'pathology';'small intestine';'stem cell';['crypt',Genetics
W1980497534,Genotypic and Histological Evolution of Lung Cancers Acquiring Resistance to EGFR Inhibitors,2011,'biology';'cancer research';'cancer';'drug resistance';'egfr inhibitors';'epidermal growth factor receptor';'gefitinib';'gene';'genetics';'genotype';'internal medicine';'lung cancer';'lung';'medicine';'mutation';'pathology';'polymerase chain reaction';'receptor';'resistance mutation';'reverse transcriptase'];'tyrosine kinase';['t790m',Genetics
W2101120467,Chimeric 16S rRNA sequence formation and detection in Sanger and 454-pyrosequenced PCR amplicons,2011,'16s ribosomal rna';'amplicon';'chemistry';'chimera (genetics)';'computational biology';'dna sequencing';'gene';'genetics';'genome';'metagenomics';'organic chemistry'];'polymerase chain reaction';'primer (cosmetics)';'sanger sequencing';'shotgun sequencing';'shotgun';['biology',Genetics
W2069519394,Clearance of p16Ink4a-positive senescent cells delays ageing-associated disorders,2011,'ageing';'biology';'cancer research';'cell biology';'gene'];'genetics';'medicine';'phenotype';['senescence',Genetics
W2130305733,miRDeep2 accurately identifies known and hundreds of novel microRNA genes in seven animal clades,2011,'clade';'computational biology';'gene expression profiling';'gene expression';'gene';'genetics';'microrna';'phylogenetics'];'transcriptome';['biology',Genetics
W2091030812,BLAST Ring Image Generator (BRIG): simple prokaryote genome comparisons,2011,'biology';'computational biology';'computer science';'data mining';'gene';'generator (circuit theory)';'genetics';'hybrid genome assembly';'physics';'power (physics)';'programming language';'quantum mechanics'];'set (abstract data type)';'visualization';'whole genome sequencing';['genome',Genetics|Physics
W2084046180,Lexicon-Based Methods for Sentiment Analysis,2011,'artificial intelligence';'biology';'cell';'consistency (knowledge bases)';'genetics'];'geometry';'lexicon';'linguistics';'mathematics';'natural language processing';'negation';'operating system';'orientation (vector space)';'philosophy';'physics';'polarity (international relations)';'power (physics)';'process (computing)';'programming language';'quantum mechanics';'reliability (semiconductor)';'sentiment analysis';'word (group theory)';['computer science',Genetics|Mathematics|Physics
W2030500910,Normal gut microbiota modulates brain development and behavior,2011,'anxiety';'colonization';'gene';'genetics';'glutamate receptor';'gut flora';'gut–brain axis';'immunohistochemistry';'immunology';'long-term potentiation';'microbiology';'neuroscience';'phenotype';'psychiatry'];'psychology';'receptor';'synaptophysin';['biology',Genetics
W2116585889,<i>adegenet 1.3-1</i> : new tools for the analysis of genome-wide SNP data,2011,'biology';'coding (social sciences)';'data mining';'demography';'documentation';'gene';'genetics';'genome browser';'genome';'genomics';'genotype';'mathematics';'operating system';'population';'programming language';'r package';'single-nucleotide polymorphism';'snp';'sociology'];'software';'statistics';'the internet';'world wide web';['computer science',Genetics|Mathematics
W1558095504,Saving Mothers’ Lives: Reviewing maternal deaths to make motherhood safer: 2006–2008,2011,'biology'];'cause of death';'demography';'disease';'genetics';'internal medicine';'mortality rate';'obstetrics';'pediatrics';'pregnancy';'sociology';['medicine',Genetics
W2117792884,Mapping and analysis of chromatin state dynamics in nine human cell types,2011,'biology';'cell type';'cell';'chia-pet';'chromatin remodeling'];'computational biology';'enhancer';'gene expression';'gene';'genetics';'genome';'human genome';'phenotype';'promoter';'regulation of gene expression';'regulator';'regulatory sequence';'transcription factor';'yy1';['chromatin',Genetics
W2016236854,Guidelines of the American Thyroid Association for the Diagnosis and Management of Thyroid Disease During Pregnancy and Postpartum,2011,'biology';'family medicine';'genetics'];'guideline';'gynecology';'internal medicine';'obstetrics';'pathology';'pediatrics';'pregnancy';'thyroid cancer';'thyroid disease';'thyroid nodules';'thyroid';['medicine',Genetics
W1966623514,Using network analysis to explore co-occurrence patterns in soil microbial communities,2011,'16s ribosomal rna';'abundance (ecology)';'bacteria'];'biodiversity';'community structure';'community';'ecology';'ecosystem';'gene';'generalist and specialist species';'genetics';'habitat';'metagenomics';'microbial ecology';'microbial population biology';'operational taxonomic unit';'paleontology';'phylum';'pyrosequencing';'taxon';'taxonomic rank';['biology',Genetics
W2120572492,BET Bromodomain Inhibition as a Therapeutic Strategy to Target c-Myc,2011,'bet inhibitor';'biology';'brd4';'cancer research';'cell biology';'chromatin';'coactivator';'downregulation and upregulation';'gene expression';'gene';'genetics';'histone';'linguistics'];'philosophy';'promoter';'proto-oncogene proteins c-myc';'rna polymerase ii';'transcription (linguistics)';'transcription factor';['bromodomain',Genetics
W2091705028,Inference of human population history from individual whole-genome sequences,2011,'allele'];'biological dispersal';'biology';'bottleneck';'computer science';'demographic history';'demography';'effective population size';'embedded system';'evolutionary biology';'gene';'genetic variation';'genetics';'genome';'genomics';'geography';'microsatellite';'phylogenetics';'population bottleneck';'population genomics';'population size';'population';'sociology';['coalescent theory',Genetics
W2131860315,Oncometabolite 2-Hydroxyglutarate Is a Competitive Inhibitor of α-Ketoglutarate-Dependent Dioxygenases,2011,'biology';'cancer research';'demethylase';'demethylation';'dna demethylation';'dna methylation';'dna';'epigenetics';'gene expression'];'gene';'genetics';'histone methylation';'histone';'idh1';'methylation';'molecular biology';'mutation';['idh2',Genetics
W2040547343,Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis,2011,'astronomy';'biology';'genetics';'immune system';'immunology';'medicine';'neuroscience';'physics'];'primary (astronomy)';['multiple sclerosis',Genetics|Physics
W2019075610,Deciphering the Rhizosphere Microbiome for Disease-Suppressive Bacteria,2011,'bacteria';'bioinformatics';'biology';'computational biology';'genetics'];'microbiology';'microbiome';['rhizosphere',Genetics
W2032696674,MicroRNAs are transported in plasma and delivered to recipient cells by high-density lipoproteins,2011,'biology';'cell biology';'cholesterol';'endocrinology'];'endogeny';'gene';'genetics';'high-density lipoprotein';'intracellular';'ldl receptor';'lipoprotein';'messenger rna';'scavenger receptor';['microrna',Genetics
W2032518018,Tumour evolution inferred by single-cell sequencing,2011,'cancer';'cell';'copy-number variation';'demography';'dna sequencing';'evolutionary biology';'exome sequencing';'gene';'genetic heterogeneity';'genetics';'genome';'metastasis';'phenotype';'population';'single cell sequencing';'single-cell analysis';'sociology'];'somatic evolution in cancer';'tumour heterogeneity';['biology',Genetics
W2145931730,A Long Noncoding RNA Controls Muscle Differentiation by Functioning as a Competing Endogenous RNA,2011,'biology';'cell biology';'crosstalk';'downregulation and upregulation';'endocrinology';'endogeny';'gene';'genetics';'long non-coding rna';'mef2c';'microrna';'myocyte';'myogenesis';'optics';'physics'];'regulation of gene expression';'rna';'transcription factor';['competing endogenous rna',Genetics
W1960895270,RNAscope,2011,'bioinformatics';'biology';'biomarker';'chemistry';'chromosome';'computational biology';'context (archaeology)';'dna';'fluorescence in situ hybridization';'gene';'genetics';'in situ';'medicine';'messenger rna';'molecular biology';'multiplex';'organic chemistry'];'paleontology';'pathology';'rna';['in situ hybridization',Genetics
W2120503144,CRISPR RNA maturation by trans-encoded small RNA and host factor RNase III,2011,'bacteriophage';'biology';'cas9';'computational biology';'crispr interference';'crispr';'dna';'escherichia coli'];'gene';'genetics';'plasmid';'prophage';'rna';'rnase p';['trans-activating crrna',Genetics
W2163953557,Rare-Variant Association Testing for Sequencing Data with the Sequence Kernel Association Test,2011,'association test';'biology';'computational biology';'computer science';'covariate';'data mining';'gene'];'genetics';'genome';'genome-wide association study';'genotype';'machine learning';'mathematics';'single-nucleotide polymorphism';'statistics';'type i and type ii errors';'whole genome sequencing';['genetic association',Genetics
W2135230723,The Arabidopsis Information Resource (TAIR): improved gene annotation and new tools,2011,'annotation';'arabidopsis thaliana';'biology';'computational biology';'gene annotation';'gene';'genetics';'genome project';'genome';'genomics';'mutant'];['arabidopsis',Genetics
W2051210555,HHblits: lightning-fast iterative protein sequence searching by HMM-HMM alignment,2011,'algorithm';'artificial intelligence';'biology';'computer science';'electronic engineering'];'engineering';'gene';'genetics';'multiple sequence alignment';'pattern recognition (psychology)';'peptide sequence';'sensitivity (control systems)';'sequence (biology)';'sequence alignment';'sequence database';'speech recognition';['hidden markov model',Genetics
W2078646756,A diverse range of gene products are effectors of the type I interferon antiviral response,2011,'cell biology'];'effector';'gene';'genetics';'interferon';'viral replication';'virology';'virus';['biology',Genetics
W2109948920,Massive Genomic Rearrangement Acquired in a Single Catastrophic Event during Cancer Development,2011,'cancer';'computational biology';'event (particle physics)';'evolutionary biology';'gene rearrangement';'gene';'genetics';'physics'];'quantum mechanics';['biology',Genetics
W2024626836,Single-Cell Mass Cytometry of Differential Immune and Drug Responses Across a Human Hematopoietic Continuum,2011,'biology';'cell biology';'computational biology';'cytometry';'drug';'flow cytometry';'gene'];'genetics';'haematopoiesis';'hematopoietic cell';'immune system';'immunology';'pharmacology';'phenotype';'stem cell';['mass cytometry',Genetics
W2123411711,"HaploReg: a resource for exploring chromatin states, conservation, and regulatory motif alterations within sets of genetically linked variants",2011,'allele';'chromatin';'computational biology';'dna methylation';'epigenomics';'gene expression'];'gene';'genetics';'genome';'genome-wide association study';'genotype';'haplotype';'indel';'intergenic region';'linkage disequilibrium';'regulation of gene expression';'regulatory sequence';'single-nucleotide polymorphism';['biology',Genetics
W2001374342,Ancestral polyploidy in seed plants and angiosperms,2011,'botany';'evolutionary biology';'flowering plant';'gene'];'genetics';'genome';'plant evolution';'ploidy';'polyploid';['biology',Genetics
W2045119680,Bifidobacteria can protect from enteropathogenic infection through production of acetate,2011,'bacteria';'bifidobacterium';'biochemistry';'escherichia coli';'gene';'genetics';'gut flora';'lactobacillus'];'microbiology';'shiga toxin';['biology',Genetics
W2071849521,Ribosome Profiling of Mouse Embryonic Stem Cells Reveals the Complexity and Dynamics of Mammalian Proteomes,2011,'cell biology';'computational biology';'developmental biology';'embryonic stem cell';'gene'];'genetics';'proteome';'ribosome profiling';'ribosome';'rna';'stem cell';['biology',Genetics
W1992724001,Oncogene-induced Nrf2 transcription promotes ROS detoxification and tumorigenesis,2011,'biology';'cancer cell';'cancer research';'cancer'];'cell biology';'gene';'genetics';'keap1';'reactive oxygen species';'repressor';'transcription factor';['carcinogenesis',Genetics
W2149441684,The cBio Cancer Genomics Portal: An Open Platform for Exploring Multidimensional Cancer Genomics Data,2012,'bioinformatics';'biology';'cancer';'computational biology';'gene'];'genetics';'genome';['genomics',Genetics|Biology
W2045435533,A Programmable Dual-RNA–Guided DNA Endonuclease in Adaptive Bacterial Immunity,2012,'biology';'cas9';'cleave';'computational biology';'crispr';'dna';'endonuclease';'gene'];'genetics';'nucleic acid';'rna';['trans-activating crrna',Genetics|Biology
W2096283457,Comprehensive molecular portraits of human breast tumours,2012,'breast cancer';'cancer research';'cancer';'dna methylation';'epigenetics';'gata3';'gene expression';'gene';'genetics';'microrna';'transcription factor'];['biology',Genetics|Biology
W2128769815,"Structure, function and diversity of the healthy human microbiome",2012,'bacteria'];'biology';'community';'ecology';'environmental health';'evolutionary biology';'gene';'genetics';'habitat';'human microbiome project';'human microbiome';'medicine';'metagenomics';'microbial ecology';'niche';'population';['microbiome',Genetics|Biology
W2166171121,Ultra-high-throughput microbial community analysis on the Illumina HiSeq and MiSeq platforms,2012,'16s ribosomal rna'];'amplicon sequencing';'amplicon';'bioinformatics';'computational biology';'deep sequencing';'dna sequencing';'gene';'genetics';'genome';'illumina dye sequencing';'metagenomics';'polymerase chain reaction';['biology',Genetics|Biology
W2262414037,Comprehensive molecular characterization of human colon and rectal cancer,2012,'allele'];'cancer research';'cancer';'colorectal cancer';'dna damage';'dna methylation';'dna mismatch repair';'dna';'epigenetics';'gene expression';'gene silencing';'gene';'genetics';'genome instability';'kras';'microsatellite instability';'microsatellite';'mlh1';'mutation';'wnt signaling pathway';['biology',Genetics|Biology
W2115701239,Evaluation of general 16S ribosomal RNA gene PCR primers for classical and next-generation sequencing-based diversity studies,2012,'16s ribosomal rna';'amplicon';'chemistry';'computational biology';'gene';'genetics';'in silico';'organic chemistry'];'phylogenetics';'polymerase chain reaction';'primer (cosmetics)';'ribosomal dna';'ribosomal rna';['biology',Genetics|Biology
W2043398720,The Cancer Cell Line Encyclopedia enables predictive modelling of anticancer drug sensitivity,2012,'bioinformatics';'biology';'cancer research';'computational biology';'genetics'];['cancer',Genetics|Biology
W2096791516,"An integrated map of genetic variation from 1,092 human genomes",2012,'astrophysics';'biology';'evolutionary biology';'gene';'genetic variation';'genetics';'genome';'human genetic variation';'human genome';'physics'];['variation (astronomy)',Genetics|Biology|Physics
W2020134788,MCScanX: a toolkit for detection and evolutionary analysis of gene synteny and collinearity,2012,'adaptation (eye)';'biology';'collinearity';'computational biology';'gene duplication';'gene';'genetics';'genome';'geometry';'mathematical analysis'];'mathematics';'neuroscience';'tree (set theory)';['synteny',Genetics|Biology|Mathematics
W2162088497,Human gut microbiome viewed across age and geography,2012,'biology';'cohort';'ecology';'economic growth';'economics';'evolutionary biology';'feces';'genetics';'human microbiome';'internal medicine'];'medicine';'modernization theory';'westernization';'zoology';['microbiome',Genetics|Biology
W2070021921,Topological domains in mammalian genomes identified by analysis of chromatin interactions,2012,'biology';'chromatin';'chromosome conformation capture';'combinatorics'];'computational biology';'enhancer';'evolutionary biology';'gene';'genetics';'genome evolution';'genome';'genomic organization';'human genome';'mathematics';'retrotransposon';'topology (electrical circuits)';'transcription factor';'transposable element';['ctcf',Genetics|Biology|Mathematics
W2071841602,A metagenome-wide association study of gut microbiota in type 2 diabetes,2012,'biology';'computational biology';'diabetes mellitus';'disease';'dysbiosis';'endocrinology'];'gene';'genetics';'gut flora';'immunology';'internal medicine';'medicine';'type 2 diabetes';['metagenomics',Genetics|Biology
W2005895632,"The genomic and transcriptomic architecture of 2,000 breast tumours reveals novel subgroups",2012,'breast cancer';'cancer';'comparative genomic hybridization';'computational biology';'copy number analysis';'copy-number variation';'environmental health'];'gene expression profiling';'gene expression';'gene';'genetics';'genome';'medicine';'population';'transcriptome';['biology',Genetics|Biology
W2130116522,Differential expression analysis of multifactor RNA-Seq experiments with respect to biological variation,2012,"'bayesian probability';'bioconductor';'biology';'computational biology';'estimator';'gene';'genetics';'linear model';'mathematics'];'statistics';[""bayes' theorem""",Genetics|Biology|Mathematics
W2166810745,Landscape of transcription in human cells,2012,'biology';'computational biology';'function (biology)';'gene';'genetics';'human genome';'linguistics';'messenger rna';'philosophy'];'rna';'subcellular localization';'transcription (linguistics)';'translation (biology)';['genome',Genetics|Biology
W2141831115,"The GENCODE v7 catalog of human long noncoding RNAs: Analysis of their gene structure, evolution, and expression",2012,'alternative splicing';'chromatin';'computational biology';'encode';'exon';'gene';'genetics';'genome';'human genome';'intron';'long non-coding rna';'rna splicing';'rna'];['biology',Genetics|Biology
W2155943701,VarScan 2: Somatic mutation and copy number alteration discovery in cancer by exome sequencing,2012,'apoptosis'];'cancer genome sequencing';'cancer';'cdkn2a';'computational biology';'copy number analysis';'copy-number variation';'exome sequencing';'exome';'gene';'genetics';'genome';'germline mutation';'germline';'mutation';'pi3k;'pten';'somatic cell';['biology';akt;mtor pathway',Genetics|Biology
W2134852597,Identification of acquired antimicrobial resistance genes,2012,'antibiotic resistance';'antimicrobial';'bacteria';'biology';'botany'];'computational biology';'gene';'genetics';'genome';'microbiology';'whole genome sequencing';['identification (biology)',Genetics|Biology
W2096465161,GENCODE: The reference human genome annotation for The ENCODE Project,2012,'annotation';'biology';'computational biology';'encode';'exon';'gene annotation';'gene';'genetics';'genome browser';'genome project';'genome';'genomics'];'human genome';'reference genome';'refseq';'rna splicing';'rna';['ensembl',Genetics|Biology
W2065847836,Topology of the human and mouse m6A RNA methylomes revealed by m6A-seq,2012,'cell biology'];'computational biology';'exon';'gene expression';'gene silencing';'gene';'genetics';'rna splicing';'rna';'rna-seq';'transcriptome';['biology',Genetics|Biology
W2105924489,"STRING v9.1: protein-protein interaction networks, with increased coverage and integration",2012,'computational biology';'evolutionary biology';'genetics';'physics';'protein interaction networks';'protein–protein interaction';'quantum mechanics'];'string (physics)';['biology',Genetics|Biology|Physics
W2147806662,"Circular RNAs are abundant, conserved, and associated with ALU repeats",2012,'alu element';'circular rna';'exon';'exonuclease';'gene';'genetics';'genome';'human genome';'intron';'molecular biology';'non-coding rna';'polymerase'];'rna interference';'rna silencing';'rna splicing';'rna';'rnase p';'small nucleolar rna';['biology',Genetics|Biology
W2078964320,Comprehensive Analysis of mRNA Methylation Reveals Enrichment in 3′ UTRs and near Stop Codons,2012,'demethylase';'epigenetics';'gene expression';'gene';'genetics';'messenger rna';'methylation';'methyltransferase'];'microrna';'n6-methyladenosine';'regulation of gene expression';'rna methylation';'rna';'transcriptome';['biology',Genetics|Biology
W2121091193,Genome-wide Methylation Profiles Reveal Quantitative Views of Human Aging Rates,2012,'computational biology';'dna methylation';'evolutionary biology';'gene expression'];'gene';'genetics';'genome';'human genome';'methylation';['biology',Genetics|Biology
W2108068107,Genomics of Drug Sensitivity in Cancer (GDSC): a resource for therapeutic biomarker discovery in cancer cells,2012,'bioinformatics';'cancer cell lines';'cancer cell';'cancer';'computational biology';'drug discovery';'drug response';'drug';'gene';'genetics';'genome';'genomics';'pharmacology'];['biology',Genetics|Biology
W2275877493,Comprehensive genomic characterization of squamous cell lung cancers,2012,'biology';'cancer research';'cancer';'comparative genomic hybridization';'dna methylation';'epigenomics';'gene expression'];'gene';'genetics';'genome';'lung cancer';'medicine';'pathology';'pi3k;'pten';'signal transduction';['cdkn2a';akt;mtor pathway',Genetics
W2078059415,Systematic Localization of Common Disease-Associated Variation in Regulatory DNA,2012,'allele';'chromatin';'computational biology';'disease';'dna methylation';'epigenetics';'gene expression';'gene';'genetics';'genome';'medicine';'pathology'];'phenotype';'regulatory sequence';'transcription factor';['biology',Genetics
W2033617297,Microglia Sculpt Postnatal Neural Circuits in an Activity and Complement-Dependent Manner,2012,'biological neural network';'biology';'communication';'complement (music)';'complementation'];'gene';'genetics';'immunology';'inflammation';'microglia';'neuronal circuits';'phenotype';'psychology';['neuroscience',Genetics
W1980168725,Genome-wide efficient mixed-model analysis for association studies,2012,'algorithm';'association (psychology)';'biology';'computation';'computational biology';'computer science';'demography';'epistemology'];'gene';'generalized linear mixed model';'genetic association';'genetics';'genome';'genome-wide association study';'genotype';'machine learning';'mathematics';'philosophy';'population';'single-nucleotide polymorphism';'sociology';'statistics';['population stratification',Genetics|Mathematics
W2161184021,Double Digest RADseq: An Inexpensive Method for De Novo SNP Discovery and Genotyping in Model and Non-Model Species,2012,'biology';'computational biology';'dna microarray';'environmental health'];'gene expression';'gene';'genetics';'genome';'genotype';'massive parallel sequencing';'medicine';'population';'snp genotyping';['genotyping',Genetics
W2166820820,Differential analysis of gene regulation at transcript resolution with RNA-seq,2012,'alternative splicing';'computational biology';'gene expression';'gene isoform';'gene';'genetics';'linguistics'];'philosophy';'rna splicing';'rna';'rna-seq';'transcription (linguistics)';'transcriptome';['biology',Genetics
W2165547003,ALKBH5 Is a Mammalian RNA Demethylase that Impacts RNA Metabolism and Mouse Fertility,2012,'biochemistry';'cell biology';'demethylase';'demography'];'epigenetics';'fertility';'gene';'genetics';'metabolism';'population';'rna';'sociology';['biology',Genetics
W2169556367,DNA methylation arrays as surrogate measures of cell mixture distribution,2012,'bioinformatics';'biology';'cancer';'computational biology';'dna microarray';'dna';'gene expression';'gene'];'genetics';'head and neck cancer';'head and neck squamous-cell carcinoma';'immune system';'immunology';'methylation';['dna methylation',Genetics
W2107915254,The tomato genome sequence provides insights into fleshy fruit evolution,2012,'biology';'botany'];'domestication';'gene';'genetics';'genome';'lineage (genetic)';'solanaceae';'solanum tuberosum';['solanum',Genetics
W2027753197,Beige Adipocytes Are a Distinct Type of Thermogenic Fat Cell in Mouse and Human,2012,'adipose tissue';'cell biology';'cell type';'cell';'endocrinology'];'genetics';'thermogenesis';['biology',Genetics
W4242729757,GenBank,2012,'accession number (library science)';'biology';'computer science';'data mining';'database';'file transfer protocol';'gene'];'genetics';'genome';'information retrieval';'refseq';'the internet';'world wide web';['genbank',Genetics
W2114392707,SINA: Accurate high-throughput multiple sequence alignment of ribosomal RNA genes,2012,'benchmark (surveying)';'biology';'computational biology';'computer science';'data mining';'embedded system';'gene';'genetics';'genome';'geodesy';'geography'];'multiple sequence alignment';'operating system';'peptide sequence';'reference genome';'ribosomal rna';'sequence (biology)';'sequence alignment';'throughput';'wireless';['bottleneck',Genetics
W2141920662,IDBA-UD: a <i>de novo</i> assembler for single-cell and metagenomic sequencing data with highly uneven depth,2012,'algorithm';'biology';'computational biology';'computer science';'de bruijn graph';'de bruijn sequence';'deep sequencing';'discrete mathematics';'dna sequencing';'gene expression'];'gene';'genetics';'genome';'graph';'hybrid genome assembly';'k-mer';'mathematics';'metagenomics';'nanopore sequencing';'reference genome';'sequence assembly';'theoretical computer science';'transcriptome';['contig',Genetics|Mathematics
W2161212572,Spatial partitioning of the regulatory landscape of the X-inactivation centre,2012,'biology';'chromatin';'chromosome conformation capture';'computational biology';'enhancer'];'evolutionary biology';'gene';'genetics';'genome';'genomic organization';'transcription factor';'x chromosome';'x-inactivation';['xist',Genetics
